SampleEvent,X.x,Sample.Event.Particle.Data.Sheet,Survey,Date,Site,Rep,Time_Starting,Time_Ending,Coord_Starting_Y,Coord_Starting_X,Coord_Ending_Y,Coord_Ending_X,Distance_Km,Speed_Kts,FlowMeter_Starting,FlowMeter_Ending,Total_FlowMeter,Total_Water_Sampled_m3,Total_Water_Sampled_liter,Air_T_degC,Water_T_degC,Wind_Speed_ms,Precipitation_WkBefore_inch,Tidal_Period,Tidal_Height_ft,Time_After_Tidal_Change,Surveyors,Sampling_Vessel,Season,X.y,SampleType,SampleCode,MeshSize,Slide.Filter..,UniqueS_ID,UniqueP_ID,Date.photographed,Slide.cell.coordinates,Shape.Category,Shape.sub.cat.,Particle.Texture,Color,L..um.,W..um.,Image_name,Spectra_name,material_ID,Additive_ID,Match_Proportion_Polymer,Match_Proportion_Additive,Library_used,Notes,Melt.Test,Identification..plastic..organic..other.,Slide.coordinates,"Identification..plastic..organic..other. == ""Plastic""",Particles/m3
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2282,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_A,5/25/21,A,Fiber,Fiber bundle,NA,Orange,7272.594,2648.494,BLS_2-1_NS_330_1_A,BLS_2-1_NS_330_1_A_SP,PET,NA,65.49,NA,PKRL,Cropped to remove fluorescence above 1800 and below 600 rel cm-1.,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2290,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_I,5/25/21,I,Fiber,Single fiber,NA,Blue,14649.386,28.238,BLS_2-1_NS_330_1_I,BLS_2-1_NS_330_1_I_SP,NA,NA,NA,NA,NA,Spectrum fluorescence,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2291,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_J,5/25/21,J,Fragment,Film,NA,Clear,3873.529,1245.912,BLS_2-1_NS_330_1_J,BLS_2-1_NS_330_1_J_SP,PE,NA,81.02,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2295,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_N,5/25/21,N,Fiber,Single fiber,NA,Black,6107.596,67.724,BLS_2-1_NS_330_1_N,BLS_2-1_NS_330_1_N_SP,PA,NA,61.04,NA,PKRL,Cropped to remove fluorescence below 1000 rel cm-1 and between 1700 and 2800 rel cm-1. Remaining peaks match well with PA except for one peak at 1525 rel cm-1.,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2297,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_P,5/25/21,P,Fragment,Film,NA,Clear,751.964,321.185,BLS_2-1_NS_330_1_P,BLS_2-1_NS_330_1_P_SP,NA,NA,NA,NA,NA,No plausible matches,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2296,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_O,5/25/21,O,Fragment,Rounded/Sub-rounded,NA,Blue,900.377,423.011,BLS_2-1_NS_330_1_O,BLS_2-1_NS_330_1_O_SP,PP,NA,86.07,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2304,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_F,5/25/21,F,Fiber,Single fiber,NA,Clear,10225.217,52.595,BLS_2-1_NC_330_1_F,BLS_2-1_NC_330_1_F_SP,PP,NA,84.06,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2305,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_G,5/25/21,G,Fiber,Single fiber,NA,Clear,3365.502,59.116,BLS_2-1_NC_330_1_G,BLS_2-1_NC_330_1_G_SP,PP,NA,90.55,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2292,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_K,5/25/21,K,Fiber,Single fiber,NA,Clear,4917.213,678.419,BLS_2-1_NS_330_1_K,BLS_2-1_NS_330_1_K_SP,PVC,NA,82.66,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2288,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_G,5/25/21,G,Fragment,Film,NA,White,1811.682,2083.548,BLS_2-1_NS_330_1_G,BLS_2-1_NS_330_1_G_SP,PE,NA,75.91,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2309,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_K,5/25/21,K,Fiber,Single fiber,NA,Clear,3297.38,21.111,BLS_2-1_NC_330_1_K,BLS_2-1_NC_330_1_K_SP,NA,NA,NA,NA,NA,Spectrum Fluorescence,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2285,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_D,5/25/21,D,Fragment,Rounded/Sub-rounded,NA,Green,2105.995,844.208,BLS_2-1_NS_330_1_D,BLS_2-1_NS_330_1_D_SP,PE,NA,74.67,NA,PKRL/ID Expert,"PKRL: Cropped to remove peak at 1525 rel cm-1 and peaks below 1000 rel cm-1. ID Expert. Remaining peaks match with those commonly found in Copper Phthalocyanine, a blue polymer pigment, however the match proportion for this dye was too low to count.",Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2306,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_H,5/25/21,H,Fiber,Single fiber,NA,Orange,3351.813,25.907,BLS_2-1_NC_330_1_H,BLS_2-1_NC_330_1_H_SP,PET,NA,72.13,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2293,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_L,5/25/21,L,Bead,Hemisphere,NA,White,1688.89,1297.686,BLS_2-1_NS_330_1_L,BLS_2-1_NS_330_1_L_SP,PE,NA,79.08,NA,PKRL,Cropped to remove fluorescence below 1000 rel cm-1.,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2287,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_F,5/25/21,F,Fragment,Angular/Sub-angular,NA,White,1885.764,1251.495,BLS_2-1_NS_330_1_F,BLS_2-1_NS_330_1_F_SP,PE,NA,87.24,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2302,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_D,5/25/21,D,Fragment,Rounded/Sub-rounded,NA,Green,1853.225,401.404,BLS_2-1_NC_330_1_D,BLS_2-1_NC_330_1_D_SP,NA,NA,NA,NA,NA,Peaks unidentifiable in either library,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2283,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_B,5/25/21,B,Fragment,Rounded/Sub-rounded,NA,Black,6810.115,2691.546,BLS_2-1_NS_330_1_B,BLS_2-1_NS_330_1_B_SP,PE,NA,84.67,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2307,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_I,5/25/21,I,Fiber,Single fiber,NA,Red,1052.761,15.821,BLS_2-1_NC_330_1_I,BLS_2-1_NC_330_1_I_SP,NA,NA,NA,NA,NA,Peaks unidentifiable in either library,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2300,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_B,5/25/21,B,Fiber,Single fiber,NA,Blue,5251.696,48.165,BLS_2-1_NC_330_1_B,BLS_2-1_NC_330_1_B_SP,PP,Copper Phthalocyanine,76.69,67.03,PKRL/ID Expert,"PKRL: Cropped to only include the characteristic group of peaks around 2900 rel cm-1. This group of peaks is unique to Polypropylene. Though this is only a minor part of the spectrum, it does account for the remaining peaks that did not appear on the Copper Phthalocyanine spectrum. ID Expert: Cropped to remove fluorescence above 1600 rel cm-1 and below 450 rel cm-1. Remaining spectrum matches with Copper Phthalocyanine, a common blue pigment used in plastic.",Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2301,NC,BLS_2-1_NC,330,1,BLS_2-1_NC_330_1,BLS_2-1_NC_330_1_C,5/25/21,C,Fiber,Single fiber,NA,White,8274.338,29.937,BLS_2-1_NC_330_1_C,BLS_2-1_NC_330_1_C_SP,PVC,NA,80.92,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2284,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_C,5/25/21,C,Fragment,Rounded/Sub-rounded,NA,Black,3012.324,1549.717,BLS_2-1_NS_330_1_C,BLS_2-1_NS_330_1_C_SP,PE,NA,69.28,NA,PKRL,"Cropped to remove fluorescence below 1000 rel cm-1. Spectrum is missing a characteristic peak at 1450 rel cm-1 and has an additional peak at 1200 rel cm-1, but otherwise matches perfectly with PE.",Y,Plastic,NA,TRUE,0.153850113
BLS_2-1,9,BLS_2-1,2,2/20/21,BLS,1,11:39:00,11:54:00,41.43445,-71.37005,41.43736,-71.38001,0.8911,3,23530,27301,3771,142.99632,142996.32,0.55,1.95,4.45,NA,flood,1.7,3:58:00,"RMD, JR, JM, KN",Maritime Skiff,Winter,2298,NS,BLS_2-1_NS,330,1,BLS_2-1_NS_330_1,BLS_2-1_NS_330_1_Q,5/25/21,Q,fiber,Single fiber,NA,Clear,2719.987,42.365,BLS_2-1_NS_330_1_Q,BLS_2-1_NS_330_1_Q_SP,NA,NA,NA,NA,NA,No plausible matches,Y,Plastic,NA,TRUE,0.153850113
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2332,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_W,5/25/21,W,Bead,Sphere,NA,Blue,494.105,506.31,BLS_2-2_NS_330_1_W,BLS_2-2_NS_330_1_W_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2322,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_M,5/25/21,M,Fiber,Single fiber,NA,Black,5951.615,27.214,BLS_2-2_NS_330_1_M,BLS_2-2_NS_330_1_M_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2311,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_B,5/25/21,B,Fiber,Single fiber,NA,White,15540.255,21.182,BLS_2-2_NS_330_1_B,BLS_2-2_NS_330_1_B_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2325,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_P,5/25/21,P,Fiber,Fiber bundle,NA,Clear,2713.249,128.322,BLS_2-2_NS_330_1_P,BLS_2-2_NS_330_1_P_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2334,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_Y,5/25/21,Y,Fragment,Rounded/Sub-rounded,NA,Brown,1447.123,424.82,BLS_2-2_NS_330_1_Y,BLS_2-2_NS_330_1_Y_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2327,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_R,5/25/21,R,Fiber,Single fiber,NA,Orange,2890.82,21.118,BLS_2-2_NS_330_1_R,BLS_2-2_NS_330_1_R_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2323,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_N,5/25/21,N,Fragment,Rounded/Sub-rounded,NA,Black,1239.542,901.368,BLS_2-2_NS_330_1_N,BLS_2-2_NS_330_1_N_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2314,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_E,5/25/21,E,Fragment,Rounded/Sub-rounded,NA,White,3677.222,990.262,BLS_2-2_NS_330_1_E,BLS_2-2_NS_330_1_E_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2326,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_Q,5/25/21,Q,Fiber,Single fiber,NA,Clear,6296.02,55.997,BLS_2-2_NS_330_1_Q,BLS_2-2_NS_330_1_Q_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2313,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_D,5/25/21,D,Fragment,Rounded/Sub-rounded,NA,Red,1141.346,750.414,BLS_2-2_NS_330_1_D,BLS_2-2_NS_330_1_D_SP,PE,NA,81.31,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2310,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_A,5/25/21,A,Fragment,Rounded/Sub-rounded,NA,White,1207.396,651.709,BLS_2-2_NS_330_1_A,BLS_2-2_NS_330_1_A_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2318,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_I,5/25/21,I,Fiber,Fiber bundle,NA,Blue,2609.94,2294.139,BLS_2-2_NS_330_1_I,BLS_2-2_NS_330_1_I_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2333,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_X,5/25/21,X,Fragment,Rounded/Sub-rounded,NA,Black,890.158,744.576,BLS_2-2_NS_330_1_X,BLS_2-2_NS_330_1_X_SP,PE,NA,86.36,NA,PKRL,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2316,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_G,5/25/21,G,Fiber,Single fiber,NA,Blue,3212.001,20.311,BLS_2-2_NS_330_1_G,BLS_2-2_NS_330_1_G_SP,PAN,NA,88.47,NA,ID Expert,Cropped to remove fluorescence below 1650 rel cm-1. Peaks in cropped region are very messy and either caused by fluorescence or by additive materials.,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2319,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_J,5/25/21,J,Fiber,Single fiber,NA,Blue,7915.295,19.619,BLS_2-2_NS_330_1_J,BLS_2-2_NS_330_1_J_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2317,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_H,5/25/21,H,Fragment,Angular/Sub-angular,NA,White,1458.036,669.793,BLS_2-2_NS_330_1_H,BLS_2-2_NS_330_1_H_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2312,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_C,5/25/21,C,Fragment,Rounded/Sub-rounded,NA,White,878.69,443.917,BLS_2-2_NS_330_1_C,BLS_2-2_NS_330_1_C_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
BLS_2-2,10,BLS_2-2,2,2/21/21,BLS,2,11:38:00,11:53:00,41.43491,-71.37291,41.42383,-71.37296,1.232,3,39254,43292,4038,153.12096,153120.96,-1.4,1.9,5.8,NA,flood,1.24,2:35:00,"RMD, JR, KG, KN",Maritime Skiff,Winter,2315,NS,BLS_2-2_NS,330,1,BLS_2-2_NS_330_1,BLS_2-2_NS_330_1_F,5/25/21,F,Fragment,Rounded/Sub-rounded,NA,White,1215.656,1830.672,BLS_2-2_NS_330_1_F,BLS_2-2_NS_330_1_F_SP,NA,NA,NA,NA,NA,NA,Y,Plastic,NA,TRUE,0.117554122
